-1841.933631,-4458.893192,300
-1837.162815,-4386.533738,300
-1797.563795,-4405.924677,300
-1882.541622,-4401.051718,300
-1885.643275,-4467.013545,300
-1776.101351,-4440.584718,300
-1792.469112,-4492.866884,300
-1854.091115,-4347.669648,300
-1834.982938,-4519.955902,300
-1768.764508,-4374.048649,300
-1928.630446,-4446.045621,300
-1744.723581,-4408.853185,300
-1927.833234,-4399.513347,300
-1749.332463,-4475.777895,300
-1928.804836,-4490.047992,300
-1891.074282,-4535.83537,300
-1721.679169,-4443.707547,300
-1789.25535,-4326.016621,300
-1899.245706,-4327.065453,300
-1942.270247,-4361.602175,300
-1784.422252,-4548.031469,300
-1861.191285,-4303.379534,300
-1744.337431,-4525.456665,300
-1969.811433,-4418.751072,300
-1858.488238,-4571.881813,300
-1701.150957,-4390.379041,300
-1710.119593,-4500.010651,300
-1821.529984,-4286.286809,300
-1980.112908,-4471.388246,300
-1710.69259,-4350.827356,300
-1678.92867,-4457.045902,300
-1946.580174,-4554.005577,300
-1755.697704,-4291.382738,300
-1906.906416,-4584.42171,300
-1801.313183,-4597.36395,300
-1888.296497,-4271.659212,300
-1998.747741,-4363.133072,300
-2014.330746,-4407.799371,300
-1793.029651,-4254.074457,300
-1970.920056,-4304.683723,300
-1751.599535,-4601.070986,300
-1996.368561,-4535.613645,300
-1650.104471,-4399.747529,300
-1693.72692,-4304.73604,300
-1656.469711,-4502.76477,300
-2020.608791,-4502.566713,300
-2033.937181,-4444.245665,300
-1660.667531,-4344.498239,300
-1697.451395,-4573.396516,300
-1843.689989,-4631.959218,300
-1856.918727,-4234.145401,300
-1909.609464,-4625.76214,300
-1714.541629,-4266.439964,300
-1953.642975,-4605.688588,300
-1785.119813,-4636.49959,300
-1936.228874,-4243.470291,300
-1991.448268,-4582.742582,300
-1652.570845,-4545.099224,300
-1619.872693,-4471.882767,300
-1753.953802,-4227.349168,300
-2062.126102,-4412.141685,300
-2030.573942,-4309.840689,300
-2042.233169,-4537.007521,300
-2064.542652,-4481.61,300
-1983.264387,-4252.00918,300
-1688.906278,-4612.657966,300
-1818.802024,-4199.722032,300
-1899.295532,-4205.849354,300
-2060.494309,-4355.606891,300
-1654.987395,-4279.245184,300
-1613.13376,-4522.569262,300
-1611.165642,-4347.258586,300
-1599.332025,-4387.664783,300
-1859.385102,-4675.543053,300
-1709.471859,-4222.280643,300
-1620.146735,-4303.940074,300
-1584.596058,-4433.383651,300
-2035.79319,-4269.212768,300
-1820.271883,-4693.692084,300
-1636.589234,-4603.395358,300
-2060.843089,-4573.745296,300
-2105.163099,-4457.846851,300
-1764.952838,-4694.007232,300
-1939.517374,-4685.890616,300
-1838.50811,-4159.867655,300
-1667.356638,-4647.172267,300
-1998.722828,-4658.498907,300
-1566.721068,-4494.702963,300
-1886.951201,-4156.516873,300
-2038.757823,-4631.203112,300
-1611.477053,-4255.079692,300
-1961.615096,-4172.400078,300
-1715.326385,-4167.454872,300
-2120.771017,-4509.031605,300
-2118.354468,-4347.572488,300
-1883.724983,-4723.834175,300
-2103.792891,-4562.7064,300
-1575.652335,-4294.389722,300
-1591.011124,-4597.503462,300
-1551.374735,-4345.574475,300
-2016.996424,-4184.127816,300
-1558.587013,-4563.950798,300
-1685.368649,-4705.052356,300
-1817.357077,-4120.608696,300
-2101.874599,-4605.017186,300
-1621.541856,-4665.504408,300
-2123.411782,-4293.763163,300
-1765.799876,-4122.356335,300
-1520.109073,-4405.436384,300
-1968.204553,-4723.760682,300
-2059.460424,-4203.269625,300
-1520.183812,-4486.028299,300
-2039.654686,-4683.526384,300
-2084.722083,-4642.406434,300
-2107.841233,-4253.124031,300
-1528.679103,-4531.536653,300
-1584.48395,-4638.948526,300
-1734.035956,-4742.962283,300
-1998.598264,-4146.145642,300
-1616.783496,-4187.350296,300
-1529.999486,-4309.016073,300
-1582.951808,-4219.986166,300
-2169.077087,-4396.054194,300
-1913.309026,-4104.551101,300
-1552.707574,-4252.395329,300
-1502.844449,-4361.365503,300
-2173.100517,-4502.408516,300
-1821.704374,-4777.085452,300
-2182.841452,-4460.455229,300
-1717.929781,-4107.77109,300
-1620.93149,-4705.260379,300
-1661.576851,-4127.074834,300
-1524.792694,-4596.815867,300
-1859.098604,-4079.125018,300
-1925.416685,-4776.546088,300
-1481.332179,-4428.503218,300
-1623.049085,-4146.323769,300
-2179.602778,-4548.005311,300
-2136.241914,-4639.183953,300
-2068.628364,-4152.338983,300
-1780.33654,-4791.548623,300
-1648.709349,-4743.390784,300
-1982.753673,-4098.914562,300
-1538.033889,-4642.322975,300
-2196.506166,-4354.289,300
-1800.790013,-4065.922438,300
-2184.622723,-4307.609741,300
-2123.312131,-4197.742703,300
-1579.675765,-4165.917747,300
-2154.091991,-4236.462298,300
-1717.979606,-4786.015473,300
-1483.786097,-4557.358851,300
-1462.921562,-4380.823706,300
-1537.697565,-4196.398654,300
-1884.659216,-4814.964237,300
-2221.319392,-4390.098771,300
-1450.851273,-4492.934148,300
-1480.38549,-4260.166902,300
-2238.210324,-4435.735426,300
-2153.244953,-4680.472065,300
-1662.511084,-4795.18964,300
-1616.023653,-4769.829576,300
-2234.161981,-4513.57945,300
-2102.422682,-4745.51959,300
-1960.058041,-4823.944084,300
-1724.569063,-4829.336476,300
