116.7656958,-26.82616213
116.7638445,-26.82390208
116.7652199,-26.82526649
116.7631025,-26.82522621
116.7647773,-26.8246256
116.7642328,-26.82304955
116.7642588,-26.82409112
116.7643702,-26.82511158
116.7655743,-26.82412009
116.7629315,-26.82423299
116.7634496,-26.82421895
116.7660855,-26.82346334
116.764434,-26.82567181
116.7648241,-26.82542327
116.7639977,-26.82458089
116.76235,-26.82468264
116.7648535,-26.82389246
116.7660333,-26.82406202
116.7639692,-26.82518608
116.7649743,-26.82494359
116.7661302,-26.82456892
116.7664076,-26.82523076
116.7652657,-26.82572228
116.7639449,-26.82339374
116.7655391,-26.82334585
116.7635051,-26.82313511
116.7645575,-26.82352795
116.7647429,-26.82638203
116.7639194,-26.8258175
116.7651615,-26.82357469
116.7655796,-26.82548882
116.7651775,-26.8229872
116.7637741,-26.82626327
116.7664875,-26.82408735
116.7635733,-26.82539741
116.7629533,-26.82581548
116.7652622,-26.82465247
116.763197,-26.82474328
116.7651991,-26.82641603
116.762365,-26.82416395
116.7635821,-26.82456678
116.7665961,-26.82445806
116.7623278,-26.82532
116.7650416,-26.82433315
116.7637493,-26.82664258
116.7626395,-26.82374404
116.7661077,-26.8259025
116.7626086,-26.82497718
116.7645825,-26.82273373
116.7664695,-26.82569579
116.7648189,-26.8232324
116.7642184,-26.82614823
116.7631868,-26.82369673
116.7656619,-26.82448298
116.7667313,-26.82487753
116.762731,-26.82551227
116.7648979,-26.82592941
116.7634101,-26.82598422
116.7644141,-26.82444769
116.7658658,-26.82509463
116.7629985,-26.82624788
116.7633453,-26.8264584
116.7635748,-26.8249937
116.7630735,-26.82321344
116.763844,-26.82278994
116.7643541,-26.82669943
116.7627885,-26.8246428
116.7655856,-26.8229407
116.76573,-26.82369721
116.7641935,-26.82368476
116.7660719,-26.82551408
116.7664051,-26.82368991
116.7648915,-26.82674108
116.7625325,-26.82582826
116.7654735,-26.82497225
116.7666724,-26.8263833
116.7667323,-26.82676355
116.7622903,-26.82229899
116.765972,-26.826839
116.7612261,-26.82372357
116.7653602,-26.82771787
116.7629318,-26.82694292
116.7676874,-26.8232883
116.7625644,-26.8266925
116.7667464,-26.82291965
116.7634749,-26.82719424
116.7618119,-26.82557159
116.7650766,-26.82726871
116.7627641,-26.82259065
116.7611171,-26.82415185
116.7625561,-26.82717254
116.7613688,-26.82453504
116.7630782,-26.82180883
116.7676562,-26.82601497
116.7618342,-26.82409022
116.7615063,-26.8230708
116.7655318,-26.82243768
